from,to
RobertaMetsola,franciszd
libertarofuturo,CarlosCoelhoPE
AnnieSchreijer,UdoBullmann
AnnieSchreijer,MaireadMcGMEP
AnnieSchreijer,c_nagtegaal
AnnieSchreijer,lukasmandl
AnnieSchreijer,sofiahribeiro
AnnieSchreijer,othmar_karas
AnnieSchreijer,albert_dess
AnnieSchreijer,juliegirling
AnnieSchreijer,GrosseteteF
AnnieSchreijer,hildevautmans
AnnieSchreijer,pascal_arimont
AnnieSchreijer,Schmidt_Clau
AnnieSchreijer,dubravkasuica
AnnieSchreijer,GrzybAndrzej
AnnieSchreijer,CzSiekierski
AnnieSchreijer,EGardini
AnnieSchreijer,paultang
AnnieSchreijer,peterliese
AnnieSchreijer,JanOlbrycht
AnnieSchreijer,Antonio_Tajani
AnnieSchreijer,Delahaye_Europe
AnnieSchreijer,hansvanbaalen
AnnieSchreijer,szanyitibor
AnnieSchreijer,PatricijaSulin
AnnieSchreijer,AlainCadec
AnnieSchreijer,WernerKuhnMdEP
AnnieSchreijer,pavelpoc
AnnieSchreijer,DacianaSarbu
AnnieSchreijer,markuspieperMEP
AnnieSchreijer,MHohlmeier
AnnieSchreijer,peter_jahr
AnnieSchreijer,petras_petras
AnnieSchreijer,renatabriano
AnnieSchreijer,BendtEU
AnnieSchreijer,Franc_Bogovic
AnnieSchreijer,SernagiottoRemo
AnnieSchreijer,miromikolasik
AnnieSchreijer,1PavelSvoboda
AnnieSchreijer,DavidCasaMEP
AnnieSchreijer,EduardKukan
AnnieSchreijer,danutahuebner
AnnieSchreijer,AnneMarieMineur
AnnieSchreijer,KatiPiri
AnnieSchreijer,OlafStuger
AnnieSchreijer,walesamep
AnnieSchreijer,Gerbrandy
AnnieSchreijer,UliMuellerMdEP
AnnieSchreijer,MartinHaeusling
AnnieSchreijer,HerbertDorfmann
AnnieSchreijer,MJRLdeGraaff
AnnieSchreijer,SophieintVeld
AnnieSchreijer,MatthijsvMilt
AnnieSchreijer,petervdalen
AnnieSchreijer,Andreas_Schwab
AnnieSchreijer,DdJong
AnnieSchreijer,judithineuropa
AnnieSchreijer,BasEickhout
AnnieSchreijer,tomvdkendelaere
AnnieSchreijer,IvoBelet
AnnieSchreijer,anjahazekamp
AnnieSchreijer,EvaMaydell
AnnieSchreijer,a_jongerius
AnnieSchreijer,VivianeRedingEU
AnnieSchreijer,ANiebler
AnnieSchreijer,manfredweber
AnnieSchreijer,davidmcallister
AnnieSchreijer,MarietjeSchaake
AnnieSchreijer,lvnistelrooij
AnnieSchreijer,BasBelderMEP
AnnieSchreijer,jeroen_lenaers
AnnieSchreijer,jhuitema
AnnieSchreijer,Esther_de_Lange
AnnieSchreijer,WimvandeCamp
WimvandeCamp,annazaborska
WimvandeCamp,AndorDeli
WimvandeCamp,markdemesmaeker
WimvandeCamp,pascal_arimont
WimvandeCamp,damianozoffoli
WimvandeCamp,davidmcallister
WimvandeCamp,RebHarms
WimvandeCamp,tfajon
WimvandeCamp,milanzver
WimvandeCamp,PatricijaSulin
WimvandeCamp,DominiqueRiquet
WimvandeCamp,IsabellaDeMonte
WimvandeCamp,tomzdechovsky
WimvandeCamp,SMuresan
WimvandeCamp,HerbertDorfmann
WimvandeCamp,SalvoPogliese
WimvandeCamp,SernagiottoRemo
WimvandeCamp,RobertaMetsola
WimvandeCamp,OlgaSehnalova
WimvandeCamp,telicka
WimvandeCamp,1PavelSvoboda
WimvandeCamp,OlafStuger
WimvandeCamp,AnneMarieMineur
WimvandeCamp,KatiPiri
WimvandeCamp,tomvdkendelaere
WimvandeCamp,gonzalezpons
WimvandeCamp,JSaryuszWolski
WimvandeCamp,BLiberadzki
WimvandeCamp,GrzybAndrzej
WimvandeCamp,J_Lewandowski
WimvandeCamp,maxsalini
WimvandeCamp,JanOlbrycht
WimvandeCamp,sabineverheyen
WimvandeCamp,EduardKukan
WimvandeCamp,MichalBoni
WimvandeCamp,rozathun
WimvandeCamp,danutahuebner
WimvandeCamp,walesamep
WimvandeCamp,Claude_Moraes
WimvandeCamp,LucyAndersonMEP
WimvandeCamp,Schmidt_Clau
WimvandeCamp,anjahazekamp
WimvandeCamp,MepMCramer
WimvandeCamp,gesine_meissner
WimvandeCamp,WernerKuhnMdEP
WimvandeCamp,inge_graessle
WimvandeCamp,langen_werner
WimvandeCamp,MarkusFerber
WimvandeCamp,spietikainen
WimvandeCamp,hennavirkkunen
WimvandeCamp,knufleckenstein
WimvandeCamp,jo_leinen
WimvandeCamp,JMFernandesEU
WimvandeCamp,martinawernereu
WimvandeCamp,westphalkerstin
WimvandeCamp,IsmailErtug
WimvandeCamp,petrisarvamaa
WimvandeCamp,DeirdreCluneMEP
WimvandeCamp,BriceHortefeux
WimvandeCamp,datirachida
WimvandeCamp,ALamassoure
WimvandeCamp,PervencheBeres
WimvandeCamp,franckproust
WimvandeCamp,DavidCasaMEP
WimvandeCamp,MatthijsvMilt
WimvandeCamp,a_jongerius
WimvandeCamp,MJRLdeGraaff
WimvandeCamp,AnnieSchreijer
WimvandeCamp,jeroen_lenaers
WimvandeCamp,sven_giegold
WimvandeCamp,comilara
WimvandeCamp,AlainCadec
WimvandeCamp,giovannilavia
WimvandeCamp,MichelDANTIN
WimvandeCamp,jfostermep
WimvandeCamp,inesevaidere
WimvandeCamp,delcastillop
WimvandeCamp,ANiebler
WimvandeCamp,BendtEU
WimvandeCamp,krisjaniskarins
WimvandeCamp,emorinchartier
WimvandeCamp,ArnaudDanjean
WimvandeCamp,TonoEPP
WimvandeCamp,kvanbrempt
WimvandeCamp,PaulRuebig
WimvandeCamp,andreykovatchev
WimvandeCamp,Antonio_Tajani
WimvandeCamp,guyverhofstadt
WimvandeCamp,manfredweber
WimvandeCamp,othmar_karas
WimvandeCamp,theocharouse
WimvandeCamp,jhuitema
WimvandeCamp,andrikiene
WimvandeCamp,Fjellner
WimvandeCamp,axelvossmdep
WimvandeCamp,adamkosamep
WimvandeCamp,JanAlbrecht
WimvandeCamp,IvoBelet
WimvandeCamp,CarlosCoelhoPE
WimvandeCamp,BasBelderMEP
WimvandeCamp,BartStaes
WimvandeCamp,GrosseteteF
WimvandeCamp,lojzepeterle
WimvandeCamp,C_Stihler_MEP
WimvandeCamp,AnnaMariaCB
WimvandeCamp,MarianMarinescu
WimvandeCamp,SkaKeller
WimvandeCamp,bueti
WimvandeCamp,ghokmark
WimvandeCamp,berndlange
WimvandeCamp,caspary
WimvandeCamp,lvnistelrooij
WimvandeCamp,VivianeRedingEU
WimvandeCamp,petervdalen
WimvandeCamp,DdJong
WimvandeCamp,renateweber
WimvandeCamp,joachimzeller
WimvandeCamp,philippejuvin
WimvandeCamp,BasEickhout
WimvandeCamp,JerzyBuzek
WimvandeCamp,peterliese
WimvandeCamp,Andreas_Schwab
WimvandeCamp,SeanKellyMEP
WimvandeCamp,paultang
WimvandeCamp,Esther_de_Lange
WimvandeCamp,Gerbrandy
WimvandeCamp,SophieintVeld
WimvandeCamp,hansvanbaalen
WimvandeCamp,judithineuropa
WimvandeCamp,MarietjeSchaake
IsabellaDeMonte,RJaureguiA
IsabellaDeMonte,istvan_ujhelyi
IsabellaDeMonte,Ale_Mussolini_
IsabellaDeMonte,tfajon
IsabellaDeMonte,KarimaDelli
IsabellaDeMonte,knufleckenstein
IsabellaDeMonte,jozorados
IsabellaDeMonte,MartinHaeusling
IsabellaDeMonte,marcozullo
IsabellaDeMonte,graswanderhainz
IsabellaDeMonte,anjahazekamp
IsabellaDeMonte,HerbertDorfmann
IsabellaDeMonte,MarkusFerber
IsabellaDeMonte,Schmidt_Clau
IsabellaDeMonte,DanielaAiuto
IsabellaDeMonte,Miriamdalli
IsabellaDeMonte,spietikainen
IsabellaDeMonte,miltos_kyrkos
IsabellaDeMonte,MariaGrapini
IsabellaDeMonte,stefanomaullu
IsabellaDeMonte,comilara
IsabellaDeMonte,DavorSkrlec
IsabellaDeMonte,MarianMarinescu
IsabellaDeMonte,enricogasbarra
IsabellaDeMonte,mjrodrigueseu
IsabellaDeMonte,Isa_Adinolfi
IsabellaDeMonte,Stefan_Eck_MEP
IsabellaDeMonte,C_Stihler_MEP
IsabellaDeMonte,L_Cesa
IsabellaDeMonte,agealaura
IsabellaDeMonte,ClaudiaTapardel
IsabellaDeMonte,JytteGuteland
IsabellaDeMonte,kvanbrempt
IsabellaDeMonte,guyverhofstadt
IsabellaDeMonte,gualtierieurope
IsabellaDeMonte,cozzolino62
IsabellaDeMonte,gesine_meissner
IsabellaDeMonte,cmonteiroaguiar
IsabellaDeMonte,DavidSassoli
IsabellaDeMonte,pinapic
IsabellaDeMonte,SalvoPogliese
IsabellaDeMonte,renatosoru
IsabellaDeMonte,ignaziocorrao
IsabellaDeMonte,cdallonnes
IsabellaDeMonte,EGardiazabal
IsabellaDeMonte,IAyalaSender
IsabellaDeMonte,hennavirkkunen
IsabellaDeMonte,maxsalini
IsabellaDeMonte,SilviaCostaEU
IsabellaDeMonte,m_giuffrida
IsabellaDeMonte,GoffredoBettini
IsabellaDeMonte,marctarabella
IsabellaDeMonte,Antonio_Tajani
IsabellaDeMonte,elena_gentile
IsabellaDeMonte,NicolaCaputo
IsabellaDeMonte,elenavalenciano
IsabellaDeMonte,renatabriano
IsabellaDeMonte,PediciniM5S
IsabellaDeMonte,luigi_morgano
IsabellaDeMonte,MassimoPaolucc6
IsabellaDeMonte,CaterinaChinnic
IsabellaDeMonte,MepMCramer
IsabellaDeMonte,LucyAndersonMEP
IsabellaDeMonte,IsmailErtug
IsabellaDeMonte,mdlabajova
IsabellaDeMonte,danieleviotti
IsabellaDeMonte,brandobenifei
IsabellaDeMonte,AntonioPanzeri
IsabellaDeMonte,alessiamosca
IsabellaDeMonte,mercedesbresso
IsabellaDeMonte,toiapatrizia
IsabellaDeMonte,damianozoffoli
IsabellaDeMonte,paolodecastro
IsabellaDeMonte,flaviozanonato
IsabellaDeMonte,ellyesse
IsabellaDeMonte,DantiNicola
IsabellaDeMonte,simonabonafe
IsabellaDeMonte,ckyenge
thomasmannep,PervencheBeres
thomasmannep,elmarbrok_mep
thomasmannep,burkhardbalz
thomasmannep,EGardini
thomasmannep,Antonio_Tajani
thomasmannep,PeterSimonMEP
thomasmannep,DavidCasaMEP
thomasmannep,TheodorStolojan
thomasmannep,SernagiottoRemo
thomasmannep,UdoBullmann
thomasmannep,gesine_meissner
thomasmannep,langen_werner
thomasmannep,EvaMaydell
thomasmannep,lvnistelrooij
thomasmannep,Esther_de_Lange
thomasmannep,marijana_petir
thomasmannep,sven_giegold
thomasmannep,guyverhofstadt
thomasmannep,MaleticIvana
thomasmannep,caspary
thomasmannep,inge_graessle
thomasmannep,PaulRuebig
thomasmannep,markuspieperMEP
thomasmannep,MarkusFerber
thomasmannep,CDPreda
thomasmannep,othmar_karas
thomasmannep,davidmcallister
thomasmannep,SeanKellyMEP
thomasmannep,jo_leinen
thomasmannep,ALamassoure
thomasmannep,peter_jahr
thomasmannep,sabineverheyen
thomasmannep,Andreas_Schwab
thomasmannep,peterliese
thomasmannep,ANiebler
thomasmannep,tomvdkendelaere
thomasmannep,MHohlmeier
thomasmannep,axelvossmdep
thomasmannep,WernerKuhnMdEP
thomasmannep,schulzeeuropa
thomasmannep,spietikainen
thomasmannep,GQuisthoudt
thomasmannep,ghokmark
thomasmannep,VivianeRedingEU
thomasmannep,JerzyBuzek
thomasmannep,manfredweber
Delahaye_Europe,Andreas_Schwab
Delahaye_Europe,Frederiqueries
Delahaye_Europe,josefariamep
Delahaye_Europe,CzSiekierski
Delahaye_Europe,Antonio_Tajani
Delahaye_Europe,lavrilleux_j
Delahaye_Europe,claudeturmes
Delahaye_Europe,NicolaCaputo
Delahaye_Europe,DominiqueRiquet
Delahaye_Europe,gillespargneaux
Delahaye_Europe,marijana_petir
Delahaye_Europe,HerbertDorfmann
Delahaye_Europe,juliegirling
Delahaye_Europe,AnnaMariaCB
Delahaye_Europe,albert_dess
Delahaye_Europe,MaireadMcGMEP
Delahaye_Europe,AlynSmith
Delahaye_Europe,emmanuelmaurel
Delahaye_Europe,paolodecastro
Delahaye_Europe,peter_jahr
Delahaye_Europe,SeanKellyMEP
Delahaye_Europe,jhuitema
Delahaye_Europe,JeanArthuis
Delahaye_Europe,peterliese
Delahaye_Europe,EricAndrieuEU
Delahaye_Europe,marctarabella
Delahaye_Europe,guyverhofstadt
Delahaye_Europe,ayuso_pilar
Delahaye_Europe,josebove
Delahaye_Europe,MicheleRivasi
Delahaye_Europe,geoffroydidier
Delahaye_Europe,MAlliotMarie
Delahaye_Europe,ASanderMEP
Delahaye_Europe,MarcJoulaud
Delahaye_Europe,mauriceponga
Delahaye_Europe,RenaudMuselier
Delahaye_Europe,nadine__morano
Delahaye_Europe,datirachida
Delahaye_Europe,philippejuvin
Delahaye_Europe,TokiaSaifi
Delahaye_Europe,AlainCadec
Delahaye_Europe,emorinchartier
Delahaye_Europe,ArnaudDanjean
Delahaye_Europe,ALamassoure
Delahaye_Europe,franckproust
Delahaye_Europe,JMFernandesEU
Delahaye_Europe,DavidCasaMEP
Delahaye_Europe,manfredweber
Delahaye_Europe,GrosseteteF
Delahaye_Europe,MichelDANTIN
Delahaye_Europe,BriceHortefeux
younousomarjee,lavrilleux_j
younousomarjee,MalinBjork_EU
younousomarjee,eleonoraforenza
younousomarjee,MarinaAlbiol
younousomarjee,LiadhNiRiadaMEP
younousomarjee,AndreyNovakov
younousomarjee,MatthijsvMilt
younousomarjee,patricialalond2
younousomarjee,EricAndrieuEU
younousomarjee,PDurandOfficiel
younousomarjee,Antonio_Tajani
younousomarjee,franckproust
younousomarjee,cdallonnes
younousomarjee,nadine__morano
younousomarjee,lilianamep
younousomarjee,pascal_arimont
younousomarjee,rosadamato634
younousomarjee,Vincent_Peillon
younousomarjee,PervencheBeres
younousomarjee,BalasGuillaume
younousomarjee,DominiqueRiquet
younousomarjee,M_AndersonSF
younousomarjee,MichelDANTIN
younousomarjee,datirachida
younousomarjee,gillespargneaux
younousomarjee,sylvieguillaume
younousomarjee,EGardiazabal
younousomarjee,emorinchartier
younousomarjee,FMCastaldo
younousomarjee,isabel_thomaseu
younousomarjee,Isa_Adinolfi
younousomarjee,marcozanni86
younousomarjee,JMFernandesEU
younousomarjee,LolaPodemos
younousomarjee,MarcJoulaud
younousomarjee,mmatias_
younousomarjee,TaniaGonzalezPs
younousomarjee,gabizimmermep
younousomarjee,marcovallim5s
younousomarjee,SteeveBriois
younousomarjee,ConstanzeKrehl
younousomarjee,martina_michels
younousomarjee,SyedKamall
younousomarjee,emmanuelmaurel
younousomarjee,JeanArthuis
younousomarjee,papadimoulis
younousomarjee,lvnistelrooij
younousomarjee,AlainCadec
younousomarjee,mauriceponga
younousomarjee,yjadot
younousomarjee,ArnaudDanjean
younousomarjee,KarimaDelli
younousomarjee,PatrickLeHyaric
younousomarjee,EvaJoly
younousomarjee,mcvergiat
younousomarjee,MicheleRivasi
schirdewan,anamirandapaz
schirdewan,miguelurban
schirdewan,gabizimmermep
schirdewan,sven_giegold
schirdewan,MartinSonneborn
schirdewan,thaendel
schirdewan,ErnstCornelia
OleEU,renatabriano
OleEU,LinneaEngstrom
OleEU,mjrodrigueseu
OleEU,TheresaMEP
OleEU,RCorbettMEP
OleEU,andersvistisen
OleEU,rinakari
OleEU,MrMesserschmidt
OleEU,rohde_jens
OleEU,mortenhelveg
OleEU,JeppeKofod
OleEU,loekkegaard_mep
OleEU,MargreteAuken
OleEU,BendtEU
OleEU,SchaldemoseMEP
epitidgeorgios,udovoigt
epitidgeorgios,fountoulislampr
berndlange,GabrielePreuss
berndlange,westphalkerstin
berndlange,PeterSimonMEP
berndlange,RebHarms
berndlange,martinawernereu
berndlange,ConstanzeKrehl
berndlange,jo_leinen
berndlange,SergeiStanishev
berndlange,UdoBullmann
berndlange,ArneLietz
berndlange,KaufmannSylvia
berndlange,SkaKeller
berndlange,IsmailErtug
berndlange,BirgitSippelMEP
berndlange,davidmartinmep
berndlange,AnaGomesMEP
berndlange,woelken
berndlange,Antonio_Tajani
berndlange,VivianeRedingEU
berndlange,Jude_KD
berndlange,weidenholzer
berndlange,Evelyn_Regner
berndlange,blochbihler
berndlange,sylvieguillaume
berndlange,caspary
berndlange,EuropaJens
berndlange,AnnaMariaCB
berndlange,knufleckenstein
berndlange,WimvandeCamp
berndlange,maryhoneyball
berndlange,JerzyBuzek
berndlange,sven_giegold
berndlange,JanAlbrecht
berndlange,bueti
berndlange,UlrikeRodust
borrellidavid,josefariamep
borrellidavid,DavidCoburnUKip
borrellidavid,Isa_Adinolfi
borrellidavid,ignaziocorrao
borrellidavid,DanielaAiuto
borrellidavid,marcozullo
borrellidavid,Antonio_Tajani
borrellidavid,SofiaSakorafa
borrellidavid,emmanuelmaurel
borrellidavid,edouardmartinEU
borrellidavid,tamburrano
borrellidavid,PediciniM5S
borrellidavid,czorrinho
borrellidavid,LolaPodemos
borrellidavid,agealaura
borrellidavid,marcovallim5s
borrellidavid,LFerraraM5S
borrellidavid,FMCastaldo
borrellidavid,EleonoraEvi
borrellidavid,Nigel_Farage
MichelDANTIN,AnnieSchreijer
MichelDANTIN,ayuso_pilar
MichelDANTIN,marijana_petir
MichelDANTIN,pavelpoc
MichelDANTIN,Frederiqueries
MichelDANTIN,Nat_GRIESBECK
MichelDANTIN,MEPDanielBuda
MichelDANTIN,MaireadMcGMEP
MichelDANTIN,marctarabella
MichelDANTIN,peter_jahr
MichelDANTIN,hennavirkkunen
MichelDANTIN,albert_dess
MichelDANTIN,robertrochefort
MichelDANTIN,younousomarjee
MichelDANTIN,UliMuellerMdEP
MichelDANTIN,Franc_Bogovic
MichelDANTIN,josebove
MichelDANTIN,Andreas_Schwab
MichelDANTIN,stefanomaullu
MichelDANTIN,jhuitema
MichelDANTIN,mercedesbresso
MichelDANTIN,nadine__morano
MichelDANTIN,manfredweber
MichelDANTIN,JeanMarieCAVADA
MichelDANTIN,EricAndrieuEU
MichelDANTIN,VivianeRedingEU
MichelDANTIN,PatricielloAldo
MichelDANTIN,mauriceponga
MichelDANTIN,JNicholsonMEP
MichelDANTIN,MarcJoulaud
MichelDANTIN,ASanderMEP
MichelDANTIN,SMuresan
MichelDANTIN,petrisarvamaa
MichelDANTIN,DominiqueRiquet
MichelDANTIN,ALamassoure
MichelDANTIN,sylvieguillaume
MichelDANTIN,MicheleRivasi
MichelDANTIN,Delahaye_Europe
MichelDANTIN,MAlliotMarie
MichelDANTIN,BriceHortefeux
MichelDANTIN,datirachida
MichelDANTIN,RenaudMuselier
MichelDANTIN,GrosseteteF
MichelDANTIN,MarianMarinescu
MichelDANTIN,giovannilavia
MichelDANTIN,paolodecastro
MichelDANTIN,HerbertDorfmann
MichelDANTIN,JeanArthuis
MichelDANTIN,franckproust
MichelDANTIN,philippejuvin
MichelDANTIN,TokiaSaifi
MichelDANTIN,ArnaudDanjean
MichelDANTIN,emorinchartier
MichelDANTIN,AlainCadec
jo_leinen,claudeturmes
jo_leinen,Urmaspaet
jo_leinen,MHohlmeier
jo_leinen,sabineverheyen
jo_leinen,EduardKukan
jo_leinen,ljaakonsaari
jo_leinen,emorinchartier
jo_leinen,ALamassoure
jo_leinen,julie4nw
jo_leinen,ArnaudDanjean
jo_leinen,catherinemep
jo_leinen,ErnstCornelia
jo_leinen,caspary
jo_leinen,EvaKaili
jo_leinen,ANiebler
jo_leinen,gabizimmermep
jo_leinen,woelken
jo_leinen,SHKMEP
jo_leinen,SophieintVeld
jo_leinen,TheresaMEP
jo_leinen,MicheleRivasi
jo_leinen,blochbihler
jo_leinen,MonikaFlaBenova
jo_leinen,andreykovatchev
jo_leinen,HansOlafHenkel
jo_leinen,lojzepeterle
jo_leinen,gesine_meissner
jo_leinen,UliMuellerMdEP
jo_leinen,westphalkerstin
jo_leinen,mjrodrigueseu
jo_leinen,peterliese
jo_leinen,Miriamdalli
jo_leinen,davidmcallister
jo_leinen,weidenholzer
jo_leinen,fjavilopez
jo_leinen,JanAlbrecht
jo_leinen,marctarabella
jo_leinen,NicolaCaputo
jo_leinen,MassimoPaolucc6
jo_leinen,GabrielePreuss
jo_leinen,MarleneMizzi
jo_leinen,SantAlfred
jo_leinen,ClaudiaTapardel
jo_leinen,manfredweber
jo_leinen,MarkusFerber
jo_leinen,schulzeeuropa
jo_leinen,ArneLietz
jo_leinen,ConstanzeKrehl
jo_leinen,RCorbettMEP
jo_leinen,PaulBrannenNE
jo_leinen,Jude_KD
jo_leinen,AnaGomesMEP
jo_leinen,BasEickhout
jo_leinen,axelvossmdep
jo_leinen,martinawernereu
jo_leinen,KaufmannSylvia
jo_leinen,PeterSimonMEP
jo_leinen,IsmailErtug
jo_leinen,JerzyBuzek
jo_leinen,sven_giegold
jo_leinen,EuropaJens
jo_leinen,BirgitSippelMEP
jo_leinen,knufleckenstein
jo_leinen,berndlange
jo_leinen,UlrikeRodust
jo_leinen,bueti
jo_leinen,MarietjeSchaake
jo_leinen,elmarbrok_mep
jo_leinen,EvaMaydell
jo_leinen,UdoBullmann
jo_leinen,NeenaGmep
jo_leinen,guyverhofstadt
jo_leinen,VivianeRedingEU
jo_leinen,SebDance
jo_leinen,brandobenifei
MatthijsvMilt,a_jongerius
MatthijsvMilt,KarimaDelli
MatthijsvMilt,younousomarjee
MatthijsvMilt,patricialalond2
MatthijsvMilt,c_nagtegaal
MatthijsvMilt,tcornillet
MatthijsvMilt,iskra_mihaylova
MatthijsvMilt,ramontremosa
MatthijsvMilt,IzaskunBilbaoB
MatthijsvMilt,Urmaspaet
MatthijsvMilt,MichalBoni
MatthijsvMilt,hansvanbaalen
MatthijsvMilt,gesine_meissner
MatthijsvMilt,Nat_GRIESBECK
MatthijsvMilt,JeanMarieCAVADA
MatthijsvMilt,IvanJakovcic
MatthijsvMilt,KatiPiri
MatthijsvMilt,AndreyNovakov
MatthijsvMilt,kajakallas
MatthijsvMilt,JeanArthuis
MatthijsvMilt,DominiqueRiquet
MatthijsvMilt,telicka
MatthijsvMilt,JezekCZ
MatthijsvMilt,charanzova
MatthijsvMilt,federley
MatthijsvMilt,ConstanzeKrehl
MatthijsvMilt,jeroen_lenaers
MatthijsvMilt,AngelikaMlinar
MatthijsvMilt,MepMCramer
MatthijsvMilt,AnnieSchreijer
MatthijsvMilt,mdlabajova
MatthijsvMilt,catherinemep
MatthijsvMilt,jhuitema
MatthijsvMilt,BasBelderMEP
MatthijsvMilt,guyverhofstadt
MatthijsvMilt,WimvandeCamp
MatthijsvMilt,lvnistelrooij
MatthijsvMilt,BasEickhout
MatthijsvMilt,SophieintVeld
MatthijsvMilt,MarietjeSchaake
MatthijsvMilt,Gerbrandy
CarolinaPunset,pepeblancoEP
CarolinaPunset,gimenezbarbat
CarolinaPunset,LolaPodemos
CarolinaPunset,palomalopezB
CarolinaPunset,angelavallina
CarolinaPunset,miguelurban
CarolinaPunset,TaniaGonzalezPs
CarolinaPunset,etorrespodemos
CarolinaPunset,xabierbenito
CarolinaPunset,MarinaAlbiol
CarolinaPunset,RodriguezPinero
CarolinaPunset,maitepagaza
CarolinaPunset,mdlabajova
CarolinaPunset,telicka
CarolinaPunset,charanzova
CarolinaPunset,guyverhofstadt
CarolinaPunset,beatrizbecerrab
CarolinaPunset,fmarcellesi
CarolinaPunset,EnriqueCalvet
CarolinaPunset,elenavalenciano
CarolinaPunset,gonzalezpons
evzentosenovsky,StevensHelga
evzentosenovsky,Ashleyfoxmep
evzentosenovsky,maxsalini
evzentosenovsky,HansOlafHenkel
evzentosenovsky,robertszile
evzentosenovsky,1PavelSvoboda
evzentosenovsky,lvnistelrooij
evzentosenovsky,tomzdechovsky
evzentosenovsky,ZdzKrasnodebski
evzentosenovsky,NirjDeva
evzentosenovsky,PaulRuebig
evzentosenovsky,JerzyBuzek
evzentosenovsky,zahradiljan
evzentosenovsky,SyedKamall
gimenezbarbat,IAyalaSender
gimenezbarbat,ClaraAguilera7
gimenezbarbat,JFLopezAguilar
gimenezbarbat,gonzalezpons
gimenezbarbat,jonasfernandez
gimenezbarbat,patricialalond2
gimenezbarbat,ilhankyuchyuk
gimenezbarbat,Antonio_Tajani
gimenezbarbat,EvaKaili
gimenezbarbat,M_DiaconuMEP
gimenezbarbat,TonoEPP
gimenezbarbat,SantiagoFisas
gimenezbarbat,maitepagaza
gimenezbarbat,ceciliawikstrom
gimenezbarbat,AngelikaMlinar
gimenezbarbat,AntonioPanzeri
gimenezbarbat,SilviaCostaEU
gimenezbarbat,CarolinaPunset
gimenezbarbat,catherinemep
gimenezbarbat,renateweber
gimenezbarbat,hildevautmans
gimenezbarbat,viktoruspaskich
gimenezbarbat,ramontremosa
gimenezbarbat,yanatoom
gimenezbarbat,MarietjeSchaake
gimenezbarbat,rohde_jens
gimenezbarbat,Frederiqueries
gimenezbarbat,Urmaspaet
gimenezbarbat,UliMuellerMdEP
gimenezbarbat,louismichel
gimenezbarbat,gesine_meissner
gimenezbarbat,JezekCZ
gimenezbarbat,jaatteenmaki
gimenezbarbat,jhuitema
gimenezbarbat,MarianHarkin
gimenezbarbat,robertrochefort
gimenezbarbat,Nat_GRIESBECK
gimenezbarbat,CharlesGoerens
gimenezbarbat,Gerbrandy
gimenezbarbat,mdlabajova
gimenezbarbat,gerardeprez
gimenezbarbat,charanzova
gimenezbarbat,JeanMarieCAVADA
gimenezbarbat,hansvanbaalen
gimenezbarbat,petras_petras
gimenezbarbat,telicka
gimenezbarbat,SophieintVeld
gimenezbarbat,IzaskunBilbaoB
gimenezbarbat,EnriqueCalvet
gimenezbarbat,guyverhofstadt
gimenezbarbat,beatrizbecerrab
andrikiene,SeanKellyMEP
andrikiene,elmarbrok_mep
andrikiene,SantiagoFisas
andrikiene,TonoEPP
andrikiene,ghokmark
andrikiene,JerzyBuzek
andrikiene,caspary
andrikiene,MarianMarinescu
andrikiene,TokiaSaifi
andrikiene,WimvandeCamp
andrikiene,traianungureanu
tomzdechovsky,woelken
tomzdechovsky,sylikiotis
tomzdechovsky,DemPapadakis
tomzdechovsky,thadjigeorgiou
tomzdechovsky,zovkoeu
tomzdechovsky,arndtkohn
tomzdechovsky,catalin_ivan
tomzdechovsky,stetinaep
tomzdechovsky,RebHarms
tomzdechovsky,AnnaMariaCB
tomzdechovsky,sylvieguillaume
tomzdechovsky,gillespargneaux
tomzdechovsky,turcanu2014
tomzdechovsky,josefariamep
tomzdechovsky,ddalton40
tomzdechovsky,andrejsmamikins
tomzdechovsky,RaffaeleFitto
tomzdechovsky,DanielJHannan
tomzdechovsky,SalvoCicu
tomzdechovsky,HerbertDorfmann
tomzdechovsky,Ale_Mussolini_
tomzdechovsky,EGardini
tomzdechovsky,SernagiottoRemo
tomzdechovsky,TerryReintke
tomzdechovsky,brandobenifei
tomzdechovsky,cmonteiroaguiar
tomzdechovsky,dubravkasuica
tomzdechovsky,MaleticIvana
tomzdechovsky,CarlosCoelhoPE
tomzdechovsky,AKRajewicz
tomzdechovsky,BirgitSippelMEP
tomzdechovsky,NiedermullerMEP
tomzdechovsky,clauderolin
tomzdechovsky,Frederiqueries
tomzdechovsky,danutahuebner
tomzdechovsky,rozathun
tomzdechovsky,szejnfeld
tomzdechovsky,BarbaraKudrycka
tomzdechovsky,bzdrojewski
tomzdechovsky,MichelDANTIN
tomzdechovsky,GrosseteteF
tomzdechovsky,isabel_thomaseu
tomzdechovsky,AlainCadec
tomzdechovsky,emorinchartier
tomzdechovsky,TonoEPP
tomzdechovsky,SantiagoFisas
tomzdechovsky,carlositurgaiz
tomzdechovsky,GabrielMatoA
tomzdechovsky,ayuso_pilar
tomzdechovsky,markuspieperMEP
tomzdechovsky,brianhayesMEP
tomzdechovsky,MaireadMcGMEP
tomzdechovsky,HeidiHautala
tomzdechovsky,hennavirkkunen
tomzdechovsky,spietikainen
tomzdechovsky,ramonamanescu
